pubid,sex,birthyear,birthmonth,race_ethnicity,race_specific,married02,educ02,college02,experience02,hhsize97,homelessness,faminjail,foodstamp,depression,marijuana,cocaine,anydrug,arrestedby2002,numberofarrestsby2002,arrestedafter2002,convictedby2002,convictedafter2002,recidivism,firstcrime,race,num_weight,short,long,height_cm
640,1,1982,6,3,5,5,3,0.0,2,5,0,0,0,2,1,0,1,1,2,0,1,1,0,0,5,195.0,The person is a 20-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 6 feet 3 inches and weighs 195 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",190
662,1,1980,7,1,3,5,2,0.0,2,5,0,0,0,3,1,0,1,1,9,0,1,0,0,0,3,180.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 9 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 9 times and has been convicted. He is 6 feet 1 inch and weighs 180 lbs. He has never been married and is currently living alone. He has a GED certificate and is enrolled in a 2-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",185
664,1,1983,5,0,2,4,3,7.0,4,2,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2,186.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 2 times but has not been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 2 times but has not been convicted. He is 5 feet 7 inches and weighs 186 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 4 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 2, in an urban area. He considers that God has nothing to do with what happens to him personally.",170
671,1,1982,11,1,3,4,2,5.0,4,7,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3,160.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 6 feet 2 inches and weighs 160 lbs. He has never been married and is currently not living alone. He has a GED certificate and is not enrolled in college. He has held 4 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived in a household of size 7. He considers that God has something to do with what happens to him personally.",188
680,1,1980,2,0,2,5,3,1.0,1,3,0,0,1,2,0,0,0,1,1,1,1,0,1,0,2,220.0,The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 6 feet 7 inches and weighs 220 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological dad in a household of size 3, in an urban area.",201
681,0,1984,2,0,2,4,3,7.0,1,3,1,0,0,1,1,0,1,1,2,1,1,0,1,0,2,107.0,The person is an 18-year-old female who identifies herself as Black. She has been arrested 2 times and has been convicted.,"The person is an 18-year-old female who identifies herself as Black. She has been arrested 2 times and has been convicted. She is 5 feet 2 inches and weighs 107 lbs. She has never been married and is currently not living alone. She has a high school diploma and is not enrolled in college. She has held 1 job during the year. She has used drugs in the past four years (marijuana) and most of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 3, in an urban area. She considers that God has something to do with what happens to her personally.",157
685,1,1983,0,0,2,5,3,6.0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,145.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 8 inches and weighs 145 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",173
686,0,1982,10,3,5,4,2,5.0,1,4,1,0,1,3,0,0,0,1,3,0,0,0,0,0,5,134.0,The person is a 20-year-old female who identifies herself as White. She has been arrested 3 times but has not been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 3 times but has not been convicted. She is 5 feet 2 inches and weighs 134 lbs. She has never been married and is currently not living alone. She has a GED certificate and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 4. She considers that God has nothing to do with what happens to her personally.",157
703,0,1980,10,0,2,5,3,7.0,0,2,0,0,0,2,1,1,1,1,4,1,1,1,1,0,2,162.0,The person is a 22-year-old female who identifies herself as Black. She has been arrested 4 times and has been convicted.,"The person is a 22-year-old female who identifies herself as Black. She has been arrested 4 times and has been convicted. She is 5 feet 1 inch and weighs between 150 and 174 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 2, in an urban area. She considers that God has something to do with what happens to her personally.",155
704,0,1981,11,3,5,3,3,6.0,0,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,5,115.0,The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 3 inches and weighs 115 lbs. She is married and is currently living with her spouse. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 3, in an urban area. She considers that God has something to do with what happens to her personally.",160
