sex_recorded_in_1997,marriage_or_cohabitation_status_in_2002,jobs_held_in_2002,household_size_in_1997,parent_or_guardian_relationship_at_age_12,target,text_summary
male,"never married, not cohabiting",2,7,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 7 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",1,5,"biological dad, marital status unknown",0,"The person is a female who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their biological dad, marital status unknown at age 12."
female,"never married, cohabiting",1,3,"biological mother, marital status unknown",0,"The person is a female who is never married, cohabiting and has held 1 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",0,5,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and is currently unemployed with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,6,Unknown,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 6."
female,"married, spouse absent",1,5,"biological mother, marital status unknown",0,"The person is a female who is married, spouse absent and has held 1 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,3,"biological mother, other parent present",1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 3 and lived with their biological mother, other parent present at age 12."
male,"never married, not cohabiting",0,5,both biological parents,0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, cohabiting",1,5,both biological parents,1,"The person is a male who is never married, cohabiting and has held 1 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,4,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",1,3,adoptive parent(s),0,"The person is a female who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their adoptive parent(s) at age 12."
